condition,row_index,predicted_class,node_id,depth,is_leaf,feature,feature_group,transformed_value,operator,threshold
C_DECISION_TREE,49,1,2,2,False,way,textual,0.0,<=,0.07509763911366463
C_DECISION_TREE,49,1,3,3,False,away,textual,0.0,<=,0.05768333934247494
C_DECISION_TREE,49,1,4,4,False,dopamine,textual,0.0,<=,0.07126924395561218
C_DECISION_TREE,49,1,5,5,False,adults,textual,0.0,<=,0.034870099276304245
C_DECISION_TREE,49,1,6,6,False,thing,textual,0.0,<=,0.0608743317425251
C_DECISION_TREE,49,1,7,7,True,,,,leaf,
C_DECISION_TREE,60,2,0,0,False,symptoms,textual,0.0,<=,0.0940028764307499
C_DECISION_TREE,60,2,1,1,False,talking,textual,0.0,<=,0.022087890654802322
C_DECISION_TREE,60,2,2,2,False,way,textual,0.17846357822418213,>,0.07509763911366463
C_DECISION_TREE,60,2,20,3,False,duration_sec_within_platform_percentile,engagement_or_format,0.4175257682800293,>,0.3380323797464371
C_DECISION_TREE,60,2,26,4,False,comments_within_platform_percentile,engagement_or_format,0.7371134161949158,>,0.38530927896499634
C_DECISION_TREE,60,2,28,5,False,sense,textual,0.0,<=,0.04173421859741211
C_DECISION_TREE,60,2,29,6,False,just,textual,0.06158152595162392,<=,0.11952247843146324
C_DECISION_TREE,60,2,30,7,True,,,,leaf,
C_DECISION_TREE,68,1,0,0,False,symptoms,textual,0.0,<=,0.0940028764307499
C_DECISION_TREE,68,1,1,1,False,talking,textual,0.0,<=,0.022087890654802322
C_DECISION_TREE,68,1,2,2,False,way,textual,0.0,<=,0.07509763911366463
C_DECISION_TREE,68,1,3,3,False,away,textual,0.0,<=,0.05768333934247494
C_DECISION_TREE,68,1,4,4,False,dopamine,textual,0.0,<=,0.07126924395561218
C_DECISION_TREE,68,1,5,5,False,adults,textual,0.0,<=,0.034870099276304245
C_DECISION_TREE,68,1,6,6,False,thing,textual,0.0,<=,0.0608743317425251
C_DECISION_TREE,68,1,7,7,True,,,,leaf,
C_DECISION_TREE,74,3,0,0,False,symptoms,textual,0.0,<=,0.0940028764307499
C_DECISION_TREE,74,3,1,1,False,talking,textual,0.0,<=,0.022087890654802322
C_DECISION_TREE,74,3,2,2,False,way,textual,0.0,<=,0.07509763911366463
C_DECISION_TREE,74,3,3,3,False,away,textual,0.0,<=,0.05768333934247494
C_DECISION_TREE,74,3,4,4,False,dopamine,textual,0.144639253616333,>,0.07126924395561218
C_DECISION_TREE,74,3,12,5,False,ve,textual,0.0,<=,0.0884406752884388
C_DECISION_TREE,74,3,13,6,False,feel,textual,0.0,<=,0.08371401578187943
C_DECISION_TREE,74,3,14,7,True,,,,leaf,
C_DECISION_TREE,75,1,0,0,False,symptoms,textual,0.0,<=,0.0940028764307499
C_DECISION_TREE,75,1,1,1,False,talking,textual,0.0,<=,0.022087890654802322
C_DECISION_TREE,75,1,2,2,False,way,textual,0.0,<=,0.07509763911366463
C_DECISION_TREE,75,1,3,3,False,away,textual,0.0,<=,0.05768333934247494
C_DECISION_TREE,75,1,4,4,False,dopamine,textual,0.0,<=,0.07126924395561218
C_DECISION_TREE,75,1,5,5,False,adults,textual,0.21125803887844086,>,0.034870099276304245
C_DECISION_TREE,75,1,9,6,False,actually,textual,0.0,<=,0.06933196261525154
C_DECISION_TREE,75,1,10,7,True,,,,leaf,
C_DECISION_TREE,76,1,0,0,False,symptoms,textual,0.0,<=,0.0940028764307499
C_DECISION_TREE,76,1,1,1,False,talking,textual,0.0,<=,0.022087890654802322
C_DECISION_TREE,76,1,2,2,False,way,textual,0.0,<=,0.07509763911366463
C_DECISION_TREE,76,1,3,3,False,away,textual,0.0,<=,0.05768333934247494
C_DECISION_TREE,76,1,4,4,False,dopamine,textual,0.0,<=,0.07126924395561218
C_DECISION_TREE,76,1,5,5,False,adults,textual,0.0,<=,0.034870099276304245
C_DECISION_TREE,76,1,6,6,False,thing,textual,0.0,<=,0.0608743317425251
C_DECISION_TREE,76,1,7,7,True,,,,leaf,
C_DECISION_TREE,91,2,0,0,False,symptoms,textual,0.0,<=,0.0940028764307499
C_DECISION_TREE,91,2,1,1,False,talking,textual,0.25049740076065063,>,0.022087890654802322
C_DECISION_TREE,91,2,33,2,False,means,textual,0.0,<=,0.02110081911087036
C_DECISION_TREE,91,2,34,3,False,like,textual,0.0,<=,0.015791870653629303
C_DECISION_TREE,91,2,35,4,True,,,,leaf,
C_DECISION_TREE,92,1,0,0,False,symptoms,textual,0.0,<=,0.0940028764307499
C_DECISION_TREE,92,1,1,1,False,talking,textual,0.0,<=,0.022087890654802322
C_DECISION_TREE,92,1,2,2,False,way,textual,0.0,<=,0.07509763911366463
C_DECISION_TREE,92,1,3,3,False,away,textual,0.0,<=,0.05768333934247494
C_DECISION_TREE,92,1,4,4,False,dopamine,textual,0.0,<=,0.07126924395561218
C_DECISION_TREE,92,1,5,5,False,adults,textual,0.0,<=,0.034870099276304245
C_DECISION_TREE,92,1,6,6,False,thing,textual,0.0,<=,0.0608743317425251
C_DECISION_TREE,92,1,7,7,True,,,,leaf,
C_DECISION_TREE,105,1,0,0,False,symptoms,textual,0.07115840911865234,<=,0.0940028764307499
C_DECISION_TREE,105,1,1,1,False,talking,textual,0.0,<=,0.022087890654802322
C_DECISION_TREE,105,1,2,2,False,way,textual,0.0,<=,0.07509763911366463
C_DECISION_TREE,105,1,3,3,False,away,textual,0.0,<=,0.05768333934247494
C_DECISION_TREE,105,1,4,4,False,dopamine,textual,0.0,<=,0.07126924395561218
C_DECISION_TREE,105,1,5,5,False,adults,textual,0.050411831587553024,>,0.034870099276304245
