condition,class_label,intercept
A_LOGISTIC_REGRESSION,1,0.057941701401172975
A_LOGISTIC_REGRESSION,2,-0.0361659712522508
A_LOGISTIC_REGRESSION,3,0.007019097633011198
A_LOGISTIC_REGRESSION,4,-0.028794827781943567
