condition,class_label,intercept
B_LOGISTIC_REGRESSION,1,0.10480925797280015
B_LOGISTIC_REGRESSION,2,-0.03859247055014341
B_LOGISTIC_REGRESSION,3,0.16783006471177087
B_LOGISTIC_REGRESSION,4,-0.2340468521344306
