condition,class_label,intercept
C_LOGISTIC_REGRESSION,1,0.2239322610123511
C_LOGISTIC_REGRESSION,2,0.2841880210265738
C_LOGISTIC_REGRESSION,3,0.3006032180028138
C_LOGISTIC_REGRESSION,4,-0.8087235000417266
