condition,class_label,intercept
A_LOGISTIC_REGRESSION,1,0.005821599889313816
A_LOGISTIC_REGRESSION,2,-0.005949242095526488
A_LOGISTIC_REGRESSION,3,0.025022860931915393
A_LOGISTIC_REGRESSION,4,-0.024895218725704663
