fold,quadratic_weighted_kappa,accuracy,weighted_f1,mean_absolute_error,best_parameters
1,0.32287145242070114,0.44871794871794873,0.42662701099926736,0.9487179487179487,"{""classifier__alpha"": 10.0}"
2,0.4365309075873476,0.43037974683544306,0.40097240097240094,0.9113924050632911,"{""classifier__alpha"": 10.0}"
3,0.4853276908513837,0.4050632911392405,0.399263554027045,0.8481012658227848,"{""classifier__alpha"": 10.0}"
4,0.30268773791671466,0.4358974358974359,0.42170398645808477,0.9615384615384616,"{""classifier__alpha"": 10.0}"
5,0.3745062836624775,0.3717948717948718,0.3775405880669038,0.9487179487179487,"{""classifier__alpha"": 10.0}"
