fold,quadratic_weighted_kappa,accuracy,weighted_f1,mean_absolute_error,best_parameters
1,0.0078824793980653,0.3076923076923077,0.29690150032615786,1.2435897435897436,"{""classifier__max_depth"": 5, ""classifier__min_samples_leaf"": 10}"
2,0.25051416439992036,0.2911392405063291,0.23924423752433419,1.0253164556962024,"{""classifier__max_depth"": 7, ""classifier__min_samples_leaf"": 2}"
3,0.3121655084271907,0.3291139240506329,0.31147746034922696,0.8987341772151899,"{""classifier__max_depth"": 7, ""classifier__min_samples_leaf"": 5}"
4,0.15178653020195554,0.32051282051282054,0.2615887380593263,1.3333333333333333,"{""classifier__max_depth"": 3, ""classifier__min_samples_leaf"": 2}"
5,0.17786561264822132,0.2564102564102564,0.17564102564102566,0.9743589743589743,"{""classifier__max_depth"": 3, ""classifier__min_samples_leaf"": 5}"
