fold,quadratic_weighted_kappa,accuracy,weighted_f1,mean_absolute_error,best_parameters
1,0.30702665282104535,0.44871794871794873,0.43822561289123046,0.9487179487179487,"{""classifier__C"": 10.0}"
2,0.4538231348674028,0.4430379746835443,0.4100863974281695,0.8860759493670886,"{""classifier__C"": 0.1}"
3,0.4921946740128559,0.4177215189873418,0.39695400288523264,0.8481012658227848,"{""classifier__C"": 0.1}"
4,0.3089059105979193,0.4358974358974359,0.41983361850941137,0.9615384615384616,"{""classifier__C"": 0.1}"
5,0.3441016333938295,0.34615384615384615,0.35018071559569536,0.9871794871794872,"{""classifier__C"": 10.0}"
