fold,quadratic_weighted_kappa,accuracy,weighted_f1,mean_absolute_error,best_parameters
1,0.02782608695652178,0.2948717948717949,0.29069496395077793,1.2692307692307692,{}
2,-0.046532338862295575,0.27848101265822783,0.27528083730615377,1.3417721518987342,{}
3,0.04360497702051336,0.24050632911392406,0.23622221492831857,1.2911392405063291,{}
4,0.16527412155202015,0.28205128205128205,0.27666750593579864,1.1923076923076923,{}
5,0.21864504921829764,0.358974358974359,0.35693276583964845,1.0897435897435896,{}
