fold,quadratic_weighted_kappa,accuracy,weighted_f1,mean_absolute_error,best_parameters
1,0.33426867765696255,0.47435897435897434,0.46553379416282636,0.8974358974358975,"{""classifier__C"": 10.0}"
2,0.44377889869693155,0.4430379746835443,0.4199129301639578,0.8860759493670886,"{""classifier__C"": 1.0}"
3,0.4029264163492351,0.379746835443038,0.390128687597042,0.8987341772151899,"{""classifier__C"": 1.0}"
4,0.30704636728733115,0.44871794871794873,0.44383724926711354,0.9230769230769231,"{""classifier__C"": 10.0}"
5,0.38996510648538074,0.34615384615384615,0.34884017009141144,0.9487179487179487,"{""classifier__C"": 10.0}"
