fold,quadratic_weighted_kappa,accuracy,weighted_f1,mean_absolute_error,best_parameters
1,0.3638587906326459,0.46153846153846156,0.45529694797987486,0.8974358974358975,"{""classifier__alpha"": 1.0}"
2,0.23953624421634856,0.3291139240506329,0.3056840687943762,1.1265822784810127,"{""classifier__alpha"": 10.0}"
3,0.40244927362228355,0.3670886075949367,0.3753036696074671,0.9113924050632911,"{""classifier__alpha"": 1.0}"
4,0.32169954476479523,0.4230769230769231,0.4231381450561676,0.9615384615384616,"{""classifier__alpha"": 1.0}"
5,0.4133654839820875,0.3717948717948718,0.37742171633190474,0.9358974358974359,"{""classifier__alpha"": 1.0}"
