fold,quadratic_weighted_kappa,accuracy,weighted_f1,mean_absolute_error,best_parameters
1,0.31646401577390737,0.47435897435897434,0.45328467654921684,0.9487179487179487,"{""classifier__alpha"": 1.0}"
2,0.45018890435474246,0.45569620253164556,0.3991338192749103,0.8860759493670886,"{""classifier__alpha"": 0.1}"
3,0.4871221796509153,0.379746835443038,0.34673044391296737,0.8860759493670886,"{""classifier__alpha"": 1.0}"
4,0.38782374705684497,0.46153846153846156,0.42912236814675836,0.8974358974358975,"{""classifier__alpha"": 1.0}"
5,0.5187885586090858,0.46153846153846156,0.4352319488795916,0.7948717948717948,"{""classifier__alpha"": 0.1}"
