fold,quadratic_weighted_kappa,accuracy,weighted_f1,mean_absolute_error,best_parameters
1,0.416210295728368,0.4358974358974359,0.45222313147845067,0.8589743589743589,"{""c_value"": 1.0}"
2,0.3824524559561312,0.4810126582278481,0.48329389816925367,0.8607594936708861,"{""c_value"": 10.0}"
3,0.3768375761921835,0.35443037974683544,0.3626209977661951,0.9367088607594937,"{""c_value"": 1.0}"
4,0.4238136972580443,0.38461538461538464,0.3965099715099715,0.8717948717948718,"{""c_value"": 10.0}"
5,0.5507659422871393,0.46153846153846156,0.4721176259637798,0.7564102564102564,"{""c_value"": 10.0}"
