fold,quadratic_weighted_kappa,accuracy,weighted_f1,mean_absolute_error,best_parameters
1,0.3054062598798609,0.44871794871794873,0.3955957349622508,0.9871794871794872,"{""classifier__alpha"": 10.0}"
2,0.42934890164258854,0.45569620253164556,0.39702411463356013,0.9113924050632911,"{""classifier__alpha"": 0.1}"
3,0.4618986802894849,0.379746835443038,0.34673044391296737,0.9113924050632911,"{""classifier__alpha"": 1.0}"
4,0.265037799934261,0.4230769230769231,0.3783783783783784,1.0256410256410255,"{""classifier__alpha"": 10.0}"
5,0.5345118792928725,0.47435897435897434,0.4536180988029398,0.7692307692307693,"{""classifier__alpha"": 0.1}"
