population,label,feature,count,mean,sample_std,minimum,q1,median,q3,maximum
training_only,1,hedge_score,96,2.7662544863399567,1.7373675623684863,0.0,1.563366925924805,2.4465060601526263,3.7825696316262354,9.195402298850574
training_only,1,likes_within_platform_percentile,96,0.4310377175109655,0.295900590964026,0.0025252525229007006,0.17719071730971336,0.3711340129375458,0.6688144356012344,0.997474730014801
training_only,1,comments_within_platform_percentile,96,0.43463414009602275,0.29802220780328104,0.005050505045801401,0.10567010194063187,0.37628865242004395,0.6978092640638351,0.9871134161949158
training_only,1,views_within_platform_percentile,96,0.44191431100140716,0.2904029127388345,0.002577319508418441,0.1920103058218956,0.40721650421619415,0.6662371307611465,0.997474730014801
training_only,1,duration_sec_within_platform_percentile,96,0.4907890106042032,0.28512567006496475,0.0025252525229007006,0.22422680258750916,0.4664948582649231,0.755154624581337,0.9716494679450989
training_only,2,certainty_score,46,1.3831945453134997,1.1795150410748763,0.0,0.5482625482625483,1.2345679012345678,2.015151515151515,4.918032786885246
training_only,2,hedge_score,46,2.3984278811803925,1.924731729073136,0.0,1.0934434270765205,2.3233171059258018,3.1201475155279503,11.0
training_only,2,likes_within_platform_percentile,46,0.5299996873768775,0.30950125315084037,0.017676766961812973,0.25773195922374725,0.5798969268798828,0.7719072252511978,0.9974226951599121
training_only,2,comments_within_platform_percentile,46,0.5243006062430694,0.2996990696137181,0.005050505045801401,0.2511064261198044,0.561855673789978,0.7577319443225861,0.9974226951599121
training_only,2,views_within_platform_percentile,46,0.5258150770045493,0.31061360884794886,0.018041236326098442,0.22422680258750916,0.5721649527549744,0.7693298906087875,0.9974226951599121
training_only,2,duration_sec_within_platform_percentile,46,0.5455807514600051,0.26907935140645,0.002577319508418441,0.3633825406432152,0.5502577424049377,0.7158505022525787,0.9922680258750916
training_only,3,certainty_score,117,1.6413029967614639,1.2102453981157943,0.0,0.6756756756756757,1.4981273408239701,2.412280701754386,6.25
training_only,3,hedge_score,117,2.044962424092578,1.4770596555016828,0.0,1.1049723756906078,1.875,2.880658436213992,9.195402298850574
training_only,3,likes_within_platform_percentile,117,0.5431713824375317,0.27923199076063454,0.007575757801532745,0.32216495275497437,0.5438144207000732,0.7702020406723022,0.9922680258750916
training_only,3,comments_within_platform_percentile,117,0.5407473702843373,0.26513810792074843,0.022727273404598236,0.34090909361839294,0.5277777910232544,0.7702020406723022,0.9922680258750916
training_only,3,views_within_platform_percentile,117,0.5343217625497625,0.2834332530066291,0.012886597774922848,0.280927836894989,0.5429292917251587,0.780927836894989,0.9922680258750916
training_only,3,duration_sec_within_platform_percentile,117,0.5000460629040996,0.2877734620381683,0.01262626238167286,0.26030927896499634,0.4510309398174286,0.7348484992980957,0.9974226951599121
training_only,4,certainty_score,133,1.6725684376893957,1.4340136430602313,0.0,0.6896551724137931,1.3953488372093024,2.183406113537118,6.8493150684931505
training_only,4,hedge_score,133,1.989879184518875,1.301600732350629,0.0,1.0204081632653061,1.7857142857142858,2.73972602739726,6.0109289617486334
training_only,4,likes_within_platform_percentile,133,0.5014236224745225,0.2789526770767201,0.01262626238167286,0.25505051016807556,0.5176767706871033,0.7398989796638489,0.9924242496490479
training_only,4,comments_within_platform_percentile,133,0.5029312173338761,0.29182410025614697,0.01515151560306549,0.2348484843969345,0.502525269985199,0.7601010203361511,0.997474730014801
training_only,4,views_within_platform_percentile,133,0.5028051616557475,0.28203073133610435,0.0025252525229007006,0.280303031206131,0.5176767706871033,0.7297979593276978,0.9924242496490479
training_only,4,duration_sec_within_platform_percentile,133,0.49084324498233717,0.3007357275113393,0.007575757801532745,0.21464645862579346,0.502525269985199,0.7626262903213501,0.9924242496490479
