epoch,training_loss,validation_loss,validation_qwk
1.0,1.3878149114146907,1.3710174790735725,0.13692946058091293
2.0,1.2818190327850487,1.3109426163900288,0.4368637643491444
3.0,1.210586156008934,1.275132005000813,0.5861546235472461
4.0,1.078461843540333,1.2723747684172955,0.5589660743134087
5.0,0.9848704184267455,1.266521978343013,0.4831154684095861
