epoch,training_loss,validation_loss,validation_qwk
1.0,1.3852927221192255,1.3691454529762268,-0.27586206896551735
2.0,1.3585830198393927,1.4302617907524109,-0.08695652173913038
3.0,1.1994578772121005,1.4242781400680542,-0.18181818181818188
4.0,1.1093332237667508,1.4517415165901184,-0.18181818181818188
