fold,quadratic_weighted_kappa,accuracy,weighted_f1,mean_absolute_error,best_parameters
1,0.3046062407132243,0.46153846153846156,0.45344129554655865,0.7692307692307693,"{""classifier__C"": 10.0}"
2,0.29956896551724144,0.4,0.40933333333333327,0.925,"{""classifier__C"": 0.1}"
3,0.03645200486026734,0.3333333333333333,0.3186104218362283,0.9487179487179487,"{""classifier__C"": 10.0}"
4,0.20303230059327626,0.41025641025641024,0.4141882739358195,0.8717948717948718,"{""classifier__C"": 0.1}"
5,0.3294117647058824,0.3333333333333333,0.34925558312655086,0.8974358974358975,"{""classifier__C"": 1.0}"
