fold,quadratic_weighted_kappa,accuracy,weighted_f1,mean_absolute_error,best_epoch
1,-0.11511325659116234,0.20512820512820512,0.16703296703296705,1.1538461538461537,2
2,0.15094339622641506,0.3,0.29518757104964,0.9,4
3,0.03669724770642213,0.3076923076923077,0.28954228954228955,1.0256410256410255,4
4,0.23938814531548747,0.3076923076923077,0.31249861249861244,0.8974358974358975,3
5,-0.05797101449275366,0.2564102564102564,0.23716004609304855,1.1025641025641026,4
