fold,quadratic_weighted_kappa,accuracy,weighted_f1,mean_absolute_error,best_parameters
1,0.3426966292134831,0.4358974358974359,0.4193732193732194,0.7692307692307693,"{""c_value"": 10.0}"
2,0.2857142857142857,0.45,0.4572993088782562,0.85,"{""c_value"": 1.0}"
3,0.09302325581395354,0.28205128205128205,0.29205670872337536,1.0512820512820513,"{""c_value"": 1.0}"
4,0.4296392590185245,0.5641025641025641,0.5669879992130632,0.6410256410256411,"{""c_value"": 10.0}"
5,0.34090909090909094,0.41025641025641024,0.41124847374847373,0.8717948717948718,"{""c_value"": 10.0}"
