fold,quadratic_weighted_kappa,accuracy,weighted_f1,mean_absolute_error,best_parameters
1,0.3161961367013373,0.358974358974359,0.37704517704517704,0.8974358974358975,"{""classifier__C"": 1.0}"
2,0.22985781990521337,0.4,0.4005714285714285,0.925,"{""classifier__C"": 10.0}"
3,0.10197368421052633,0.38461538461538464,0.3666536067215184,0.8717948717948718,"{""classifier__C"": 10.0}"
4,0.3647308781869688,0.46153846153846156,0.4547594112811504,0.717948717948718,"{""classifier__C"": 10.0}"
5,0.46341463414634143,0.3333333333333333,0.3403263403263403,0.8205128205128205,"{""classifier__C"": 10.0}"
