fold,quadratic_weighted_kappa,accuracy,weighted_f1,mean_absolute_error,best_parameters
1,0.5119771183410797,0.5641025641025641,0.5377289377289377,0.5897435897435898,"{""classifier__alpha"": 0.1}"
2,0.03488372093023251,0.425,0.3677002583979328,1.025,"{""classifier__alpha"": 10.0}"
3,0.04015544041450758,0.38461538461538464,0.2863295718838832,1.0256410256410255,"{""classifier__alpha"": 10.0}"
4,0.298132427843803,0.5128205128205128,0.4672364672364672,0.7435897435897436,"{""classifier__alpha"": 10.0}"
5,0.20833333333333337,0.3333333333333333,0.34767383154479925,1.0256410256410255,"{""classifier__alpha"": 1.0}"
