fold,quadratic_weighted_kappa,accuracy,weighted_f1,mean_absolute_error,best_parameters
1,0.18937644341801396,0.41025641025641024,0.39641839641839643,0.8974358974358975,"{""classifier__alpha"": 1.0}"
2,0.4084821428571428,0.475,0.48109318996415773,0.775,"{""classifier__alpha"": 1.0}"
3,0.02708481824661446,0.3076923076923077,0.306959706959707,1.0256410256410255,"{""classifier__alpha"": 0.1}"
4,0.25,0.48717948717948717,0.4789265692491499,0.7692307692307693,"{""classifier__alpha"": 0.1}"
5,0.36585365853658536,0.38461538461538464,0.40641025641025635,0.8205128205128205,"{""classifier__alpha"": 0.1}"
