fold,quadratic_weighted_kappa,accuracy,weighted_f1,mean_absolute_error,best_parameters
1,0.44050632911392407,0.28205128205128205,0.1891941391941392,0.7692307692307693,"{""classifier__max_depth"": 5, ""classifier__min_samples_leaf"": 2}"
2,-0.008064516129032473,0.375,0.264,1.15,"{""classifier__max_depth"": 3, ""classifier__min_samples_leaf"": 5}"
3,0.2490782466202376,0.3333333333333333,0.31060051060051064,0.8461538461538461,"{""classifier__max_depth"": 7, ""classifier__min_samples_leaf"": 2}"
4,0.07069102462271626,0.23076923076923078,0.1346858269935193,0.9743589743589743,"{""classifier__max_depth"": 3, ""classifier__min_samples_leaf"": 10}"
5,0.06896551724137934,0.358974358974359,0.3117075232459848,1.0512820512820513,"{""classifier__max_depth"": 3, ""classifier__min_samples_leaf"": 10}"
