fold,quadratic_weighted_kappa,accuracy,weighted_f1,mean_absolute_error,best_parameters
1,0.32619212163096056,0.41025641025641024,0.3971095571095571,0.8205128205128205,{}
2,-0.09296482412060314,0.35,0.3342352941176471,1.125,{}
3,-0.24482637670992635,0.23076923076923078,0.22198226609991314,1.2564102564102564,{}
4,0.0027643400138216423,0.3076923076923077,0.29892773892773894,1.0769230769230769,{}
5,0.05405405405405406,0.41025641025641024,0.40170940170940167,0.9743589743589743,{}
