condition_a,condition_b,metric,observed_a_minus_b,bootstrap_mean_a_minus_b,ci_low,ci_high,confidence_level,valid_resamples,resampling_unit,bootstrap_resamples_requested,bootstrap_seed,higher_is_better
C_COMPLEMENT_NB,C_DECISION_TREE,quadratic_weighted_kappa,0.28175515448136124,0.2778861311716351,0.06894627591214969,0.47764735197356295,0.95,10000,content_group,10000,42,True
C_COMPLEMENT_NB,D_FROZEN_MINILM,quadratic_weighted_kappa,-0.011656290027830085,-0.013269266057567711,-0.20674891289107042,0.18480734909211685,0.95,10000,content_group,10000,42,True
C_COMPLEMENT_NB,E_FINETUNED_BERT,quadratic_weighted_kappa,-0.22719657837448903,-0.22795728542638016,-0.40022333063433185,-0.06218768976342958,0.95,10000,content_group,10000,42,True
C_COMPLEMENT_NB,BASELINE_MOST_FREQUENT,quadratic_weighted_kappa,0.3955293387146849,0.39186449328520245,0.20714207375399946,0.5631344316782935,0.95,10000,content_group,10000,42,True
C_COMPLEMENT_NB,BASELINE_STRATIFIED_RANDOM,quadratic_weighted_kappa,0.5039477060616236,0.4987890091909235,0.238698599029813,0.7537489581284194,0.95,10000,content_group,10000,42,True
C_DECISION_TREE,D_FROZEN_MINILM,quadratic_weighted_kappa,-0.2934114445091913,-0.2911553972292028,-0.47647625914463143,-0.10309141949897159,0.95,10000,content_group,10000,42,True
C_DECISION_TREE,E_FINETUNED_BERT,quadratic_weighted_kappa,-0.5089517328558503,-0.5058434165980152,-0.6735719232092214,-0.32980604410094067,0.95,10000,content_group,10000,42,True
C_DECISION_TREE,BASELINE_MOST_FREQUENT,quadratic_weighted_kappa,0.11377418423332364,0.11397836211356735,-0.029714146126781412,0.26437185315843514,0.95,10000,content_group,10000,42,True
C_DECISION_TREE,BASELINE_STRATIFIED_RANDOM,quadratic_weighted_kappa,0.2221925515802624,0.2209028780192884,0.004281125514726074,0.4355130413797778,0.95,10000,content_group,10000,42,True
D_FROZEN_MINILM,E_FINETUNED_BERT,quadratic_weighted_kappa,-0.21554028834665895,-0.21468801936881246,-0.40511641909834994,-0.027807470686685893,0.95,10000,content_group,10000,42,True
D_FROZEN_MINILM,BASELINE_MOST_FREQUENT,quadratic_weighted_kappa,0.40718562874251496,0.4051337593427702,0.22609602318136188,0.5718176035710887,0.95,10000,content_group,10000,42,True
