epoch,training_loss,validation_loss,validation_qwk
1.0,1.5402895675765143,1.4653878211975098,-0.2962962962962963
2.0,1.3460457722345989,1.5152503848075867,0.08256880733944949
3.0,1.2402624885241191,1.5206689238548279,-0.1382113821138211
4.0,1.149980064895418,1.5807212591171265,-0.1384615384615384
