condition_a,condition_b,metric,mean_a_minus_b,sample_std_a_minus_b,minimum_a_minus_b,maximum_a_minus_b,condition_a_fold_wins,condition_b_fold_wins,ties,higher_is_better,inferential_test_performed
A_COMPLEMENT_NB,C_DECISION_TREE,mean_absolute_error,-0.24038461538461542,0.17499530377844486,-0.4358974358974359,0.0,4,0,1,False,False
A_COMPLEMENT_NB,D_FROZEN_MINILM,quadratic_weighted_kappa,-0.07970009596127633,0.1561063049619512,-0.2508305647840532,0.16928048912759663,1,4,0,True,False
A_COMPLEMENT_NB,D_FROZEN_MINILM,accuracy,0.015512820512820514,0.09344078416110217,-0.07692307692307687,0.1282051282051282,2,3,0,True,False
A_COMPLEMENT_NB,D_FROZEN_MINILM,weighted_f1,-0.028059328628873538,0.08961632058160414,-0.09975153197659598,0.11835571835571829,1,4,0,True,False
A_COMPLEMENT_NB,D_FROZEN_MINILM,mean_absolute_error,0.04525641025641023,0.14785586785594468,-0.17948717948717952,0.17499999999999993,2,3,0,False,False
A_COMPLEMENT_NB,E_FINETUNED_BERT,quadratic_weighted_kappa,0.1679075045397095,0.29160263701499806,-0.1160596752961825,0.6270903749322421,4,1,0,True,False
A_COMPLEMENT_NB,E_FINETUNED_BERT,accuracy,0.16858974358974357,0.118624388563778,0.07692307692307687,0.35897435897435903,5,0,0,True,False
A_COMPLEMENT_NB,E_FINETUNED_BERT,weighted_f1,0.14104951611509256,0.14086002320893973,-0.0032127176584063055,0.3706959706959707,4,1,0,True,False
A_COMPLEMENT_NB,E_FINETUNED_BERT,mean_absolute_error,-0.13397435897435897,0.2615706679516566,-0.5641025641025638,0.12499999999999989,3,1,1,False,False
A_COMPLEMENT_NB,BASELINE_MOST_FREQUENT,quadratic_weighted_kappa,0.2186964081725912,0.19880582905030253,0.0348837209302325,0.5119771183410797,5,0,0,True,False
A_COMPLEMENT_NB,BASELINE_MOST_FREQUENT,accuracy,0.030641025641025655,0.10160650724371414,-0.10256410256410259,0.1538461538461539,3,2,0,True,False
A_COMPLEMENT_NB,BASELINE_MOST_FREQUENT,weighted_f1,0.15947234149693218,0.10369942274263337,0.0476349331892445,0.299034299034299,5,0,0,True,False
A_COMPLEMENT_NB,BASELINE_MOST_FREQUENT,mean_absolute_error,-0.1637179487179487,0.21210665726596534,-0.46153846153846134,0.02564102564102555,3,1,1,False,False
A_COMPLEMENT_NB,BASELINE_STRATIFIED_RANDOM,quadratic_weighted_kappa,0.20965254519892987,0.07640256269763732,0.1278485450508356,0.2953680878299814,5,0,0,True,False
