label,category,count,proportion,percentage,wilson_ci_low,wilson_ci_high,confidence_level
1,Accurate,101,0.4105691056910569,41.05691056910569,0.3509292821402631,0.47295903404357,0.95
2,Slightly misleading,52,0.21138211382113822,21.13821138211382,0.16499854020184035,0.26664102566416614,0.95
3,Moderately misleading,73,0.2967479674796748,29.67479674796748,0.24314147240483347,0.3566047007402416,0.95
4,Highly misleading,20,0.08130081300813008,8.130081300813009,0.053244177450695214,0.12223293922815914,0.95
