condition_a,condition_b,metric,observed_a_minus_b,bootstrap_mean_a_minus_b,ci_low,ci_high,confidence_level,valid_resamples,higher_is_better
A_COMPLEMENT_NB,B_COMPLEMENT_NB,quadratic_weighted_kappa,-0.12098305501184603,-0.12210637893755324,-0.3596783402908094,0.13053956331214717,0.95,10000,True
A_COMPLEMENT_NB,B_DECISION_TREE,quadratic_weighted_kappa,0.3090050459365753,0.3050077666535926,0.020177840340057193,0.5906322510401857,0.95,10000,True
A_COMPLEMENT_NB,C_LOGISTIC_REGRESSION,quadratic_weighted_kappa,-0.07547296245511226,-0.07937549327892722,-0.32169186199929545,0.1665453399710042,0.95,10000,True
A_COMPLEMENT_NB,C_RIDGE,quadratic_weighted_kappa,-0.014435626860998418,-0.01867062504441846,-0.26850165428688305,0.23831340908606152,0.95,10000,True
A_COMPLEMENT_NB,C_COMPLEMENT_NB,quadratic_weighted_kappa,-0.1109559166269185,-0.11298243239842254,-0.3597458899224148,0.14855114948280185,0.95,10000,True
A_COMPLEMENT_NB,C_DECISION_TREE,quadratic_weighted_kappa,0.11480846211852225,0.1144243560064337,-0.2156868721424124,0.43628965257556435,0.95,10000,True
A_COMPLEMENT_NB,D_FROZEN_MINILM,quadratic_weighted_kappa,0.022820738102754423,0.016766796635858866,-0.3554362036726832,0.4061690055109424,0.95,10000,True
A_COMPLEMENT_NB,E_FINETUNED_BERT,quadratic_weighted_kappa,-0.08317426233924019,-0.08580845180294175,-0.42373039410544416,0.25956961161681946,0.95,10000,True
A_COMPLEMENT_NB,BASELINE_MOST_FREQUENT,quadratic_weighted_kappa,0.21970004053506276,0.2180510655524072,-0.04123313543874832,0.47232178414974124,0.95,10000,True
A_COMPLEMENT_NB,BASELINE_STRATIFIED_RANDOM,quadratic_weighted_kappa,0.23307237651500434,0.23265658265790318,-0.10989074538797569,0.5717481440449044,0.95,10000,True
A_DECISION_TREE,B_LOGISTIC_REGRESSION,quadratic_weighted_kappa,-0.32945413845645144,-0.3287473729214479,-0.6110124738086773,-0.05136542918559496,0.95,10000,True
A_DECISION_TREE,B_RIDGE,quadratic_weighted_kappa,-0.2785790939266588,-0.2788750826918322,-0.5830554074855093,0.008900843056262417,0.95,10000,True
A_DECISION_TREE,B_COMPLEMENT_NB,quadratic_weighted_kappa,-0.48384173079136883,-0.48010554050401016,-0.7448216024936745,-0.20165177246310537,0.95,10000,True
A_DECISION_TREE,B_DECISION_TREE,quadratic_weighted_kappa,-0.053853629842947504,-0.0529913949128643,-0.1682302872809656,0.0,0.95,10000,True
A_DECISION_TREE,C_LOGISTIC_REGRESSION,quadratic_weighted_kappa,-0.43833163823463506,-0.43737465484538407,-0.71356989351317,-0.1633680222288063,0.95,10000,True
A_DECISION_TREE,C_RIDGE,quadratic_weighted_kappa,-0.3772943026405212,-0.3766697866108753,-0.66434794518165,-0.09957035207079688,0.95,10000,True
A_DECISION_TREE,C_COMPLEMENT_NB,quadratic_weighted_kappa,-0.4738145924064413,-0.4709815939648794,-0.7393242969633992,-0.19206566946819967,0.95,10000,True
A_DECISION_TREE,C_DECISION_TREE,quadratic_weighted_kappa,-0.24805021366100055,-0.24357480556002312,-0.47698182410452494,-0.029391865370338652,0.95,10000,True
A_DECISION_TREE,D_FROZEN_MINILM,quadratic_weighted_kappa,-0.3400379376767684,-0.34123236493059794,-0.6620956478968436,-0.013131525137445352,0.95,10000,True
A_DECISION_TREE,E_FINETUNED_BERT,quadratic_weighted_kappa,-0.446032938118763,-0.4438076133693986,-0.7548692562923572,-0.14584815414689553,0.95,10000,True
A_DECISION_TREE,BASELINE_MOST_FREQUENT,quadratic_weighted_kappa,-0.14315863524446004,-0.13994809601404964,-0.313276777851787,0.020715630885122294,0.95,10000,True
A_DECISION_TREE,BASELINE_STRATIFIED_RANDOM,quadratic_weighted_kappa,-0.12978629926451846,-0.12534257890855371,-0.3696200588716294,0.1218783113983502,0.95,10000,True
B_LOGISTIC_REGRESSION,B_RIDGE,quadratic_weighted_kappa,0.050875044529792635,0.04987229022961573,-0.1988553076113426,0.30799939505099533,0.95,10000,True
B_LOGISTIC_REGRESSION,B_COMPLEMENT_NB,quadratic_weighted_kappa,-0.1543875923349174,-0.15135816758256218,-0.33203321995030105,0.029180558381782826,0.95,10000,True
B_LOGISTIC_REGRESSION,B_DECISION_TREE,quadratic_weighted_kappa,0.27560050861350394,0.2757559780085836,0.015277974302210846,0.5463084847917238,0.95,10000,True
B_LOGISTIC_REGRESSION,C_LOGISTIC_REGRESSION,quadratic_weighted_kappa,-0.10887749977818362,-0.10862728192393616,-0.35640943928347646,0.14898986283771287,0.95,10000,True
B_LOGISTIC_REGRESSION,C_RIDGE,quadratic_weighted_kappa,-0.04784016418406978,-0.047922413689427415,-0.290603120604649,0.20087696934654053,0.95,10000,True
B_LOGISTIC_REGRESSION,C_COMPLEMENT_NB,quadratic_weighted_kappa,-0.14436045394998986,-0.1422342210434315,-0.31854561891101163,0.033689252373315715,0.95,10000,True
