row_index,label,certainty_score,hedge_score,log1p_likes,log1p_comments,log1p_views,log1p_duration_sec
68,2,2.73972602739726,0.684931506849315,1.6094379124341003,0.0,5.455321115357702,4.1588830833596715
71,1,2.0689655172413794,3.4482758620689653,2.302585092994046,0.6931471805599453,6.854354502255021,3.8918202981106265
73,1,0.5291005291005291,2.1164021164021163,8.537779825024625,5.768320995793772,12.63201988857899,4.110873864173311
74,3,0.0,0.8620689655172413,8.736328721332908,5.43372200355424,11.887986346900053,3.9889840465642745
75,4,1.6,2.4,5.537334267018537,1.9459101490553132,8.873187904050106,4.174387269895637
77,1,0.0,1.075268817204301,6.6052979209482015,2.1972245773362196,10.75442876783813,4.31748811353631
78,3,1.5873015873015872,3.1746031746031744,0.6931471805599453,0.0,4.74493212836325,3.9889840465642745
79,1,2.586206896551724,4.310344827586207,8.724857555881988,5.1647859739235145,11.93975407308199,4.07753744390572
80,2,2.380952380952381,2.1645021645021645,6.274762021241939,2.833213344056216,8.889170455363413,5.170483995038151
81,4,0.0,2.3529411764705883,3.044522437723423,0.0,6.876264611890766,3.367295829986474
83,3,0.0,2.973977695167286,5.14166355650266,2.6390573296152584,7.353081920515432,4.844187086458591
84,1,0.0,2.4390243902439024,8.121777419161074,4.634728988229636,11.863955506383506,3.8918202981106265
85,1,0.0,3.592814371257485,8.36240897761537,4.74493212836325,10.774864596986772,4.110873864173311
87,2,0.6024096385542169,2.4096385542168677,9.200189020919808,5.375278407684165,11.886769178488306,4.0943445622221
89,3,2.5,4.166666666666667,9.321165927065067,5.926926025970411,12.09029135504443,4.174387269895637
91,3,1.2195121951219512,2.4390243902439024,6.964135612418245,3.713572066704308,10.42088155718015,3.4965075614664802
92,3,3.4482758620689653,0.5747126436781609,5.049856007249537,1.791759469228055,8.553910774351401,3.7612001156935624
93,3,0.0,0.0,9.342946336524205,5.537334267018537,12.836924121291949,3.6375861597263857
94,2,4.761904761904762,2.6455026455026456,7.957877358489813,4.465908118654584,11.204686881123047,4.02535169073515
96,1,4.361370716510903,3.7383177570093458,4.7535901911063645,1.3862943611198906,8.962904128092928,4.795790545596741
98,3,1.680672268907563,1.680672268907563,6.1092475827643655,3.871201010907891,9.838148711227788,4.127134385045092
99,3,1.4598540145985401,0.0,7.6984827878809465,3.295836866004329,10.97243069954219,4.0943445622221
101,3,1.2195121951219512,0.0,6.855408798609928,3.4011973816621555,10.465927919019618,3.5263605246161616
102,3,1.9607843137254901,0.6535947712418301,8.248790733696413,4.990432586778736,11.379691171064653,3.912023005428146
104,3,0.7246376811594203,2.898550724637681,6.591673732008658,2.4849066497880004,9.96688479766592,3.8066624897703196
105,2,2.491103202846975,2.491103202846975,3.295836866004329,1.0986122886681098,8.049107721326406,4.718498871295094
108,1,2.7777777777777777,3.4722222222222223,5.556828061699537,3.044522437723423,9.527338498762017,3.7612001156935624
109,4,0.0,3.3333333333333335,6.395261598115449,2.0794415416798357,9.897720957641791,4.110873864173311
110,2,1.4492753623188406,1.4492753623188406,4.110873864173311,2.1972245773362196,8.817742129574842,3.258096538021482
111,2,2.1390374331550803,1.0695187165775402,2.9444389791664403,0.0,7.804659297056102,4.727387818712341
112,1,1.9607843137254901,1.4705882352941178,6.767343125265392,3.2188758248682006,9.989114638503565,4.0943445622221
113,3,3.3557046979865772,0.6711409395973155,9.474779405697564,6.013715156042802,12.072878338942912,3.8918202981106265
116,1,5.238095238095238,2.857142857142857,4.543294782270004,1.0986122886681098,8.425077902508432,4.204692619390966
117,2,0.45662100456621,0.45662100456621,7.70210434005105,4.189654742026425,10.735004402360845,4.110873864173311
